,wave_model2_1,wave_model2_2,wave_model2_3,wave_model2_4,wave_model2_5,wave_model2_6,wave_model2_7,ids_stable_period_1,ids_stable_period_2,ids_stable_period_3,ids_no_stable_period
307,101.0,95.0,99.875,116.0,131.25,132.875,86.625,0,1,0,0
308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
309,138.25,141.0,147.75,137.75,106.0,87.75,139.5,1,0,0,0
310,173.6,175.6,179.8,179.6,220.2,236.2,183.6,1,0,0,0
311,171.833333333,163.777777778,138.222222222,173.555555556,26.0,15.1111111111,170.111111111,1,0,0,0
312,113.913043478,117.5,115.195652174,109.652173913,115.304347826,112.456521739,114.826086957,0,1,0,0
313,295.555555556,297.888888889,319.0,309.777777778,194.888888889,34.1111111111,347.222222222,0,1,0,0
314,89.0,108.0,94.75,113.5,100.0,96.5,88.25,1,0,0,0
315,152.176470588,150.235294118,142.235294118,157.294117647,166.470588235,139.588235294,137.941176471,1,0,0,0
316,93.4,84.4,89.6,82.8,49.0,65.4,90.0,0,1,0,0
317,66.25,56.5,54.5,84.75,127.5,158.75,51.75,1,0,0,0
318,98.0,117.25,115.5,116.5,134.75,127.5,103.5,1,0,0,0
319,117.0,120.166666667,120.666666667,115.916666667,132.916666667,134.25,125.833333333,0,1,0,0
320,225.210526316,245.684210526,232.631578947,281.0,364.473684211,339.947368421,211.578947368,1,0,0,0
321,101.8,119.8,104.4,107.4,106.2,107.6,100.4,1,0,0,0
322,73.0,76.5,74.75,82.25,67.5,55.5,74.75,0,1,0,0
323,174.055555556,169.722222222,180.888888889,201.055555556,183.944444444,150.888888889,170.333333333,1,0,0,0
324,127.444444444,125.555555556,122.777777778,135.444444444,87.4444444444,84.6666666667,129.666666667,0,1,0,0
325,44.75,41.0,34.75,138.75,207.0,65.75,36.0,1,0,0,0
326,42.4285714286,39.7142857143,44.7142857143,46.5714285714,91.2857142857,87.7142857143,42.8571428571,0,1,0,0
327,39.4,44.8,43.2,55.8,46.2,40.8,40.2,1,0,0,0
328,129.5,134.375,136.375,143.125,136.5,138.625,139.5,1,0,0,0
329,82.1,83.5,79.0,87.7,77.9,76.8,78.0,0,1,0,0
330,31.0,41.3333333333,35.8333333333,41.5,62.6666666667,55.5,31.0,0,0,1,0
331,379.285714286,380.0,363.571428571,383.285714286,284.142857143,199.857142857,418.0,1,0,0,0
332,70.4,64.4,78.8,85.2,126.0,107.8,70.2,1,0,0,0
333,73.3571428571,78.4285714286,80.2857142857,71.6428571429,76.0714285714,92.0714285714,73.2857142857,0,1,0,0
334,140.285714286,133.142857143,136.714285714,142.714285714,131.285714286,125.142857143,140.428571429,0,1,0,0
335,155.555555556,150.222222222,153.222222222,155.888888889,64.8888888889,44.0,156.777777778,1,0,0,0
336,158.0,159.0,167.75,205.0,329.75,283.75,170.75,1,0,0,0
337,85.4,80.4,85.0,102.4,114.6,112.8,81.4,1,0,0,0
338,335.6,349.7,360.5,418.9,802.5,821.2,350.5,1,0,0,0
339,90.5,80.8333333333,85.8333333333,91.5,114.333333333,113.333333333,77.8333333333,0,1,0,0
340,73.0,59.6,71.8,70.2,82.2,70.6,74.4,0,1,0,0
341,153.5,166.125,173.75,200.875,312.375,322.625,175.5,1,0,0,0
342,82.75,82.375,76.375,78.75,67.625,69.75,85.375,0,1,0,0
343,69.4545454545,66.2727272727,82.2727272727,143.181818182,152.363636364,65.6363636364,73.7272727273,0,1,0,0
344,71.4285714286,75.8571428571,85.2857142857,309.142857143,357.857142857,131.428571429,89.0,1,0,0,0
345,64.5,78.75,82.25,94.75,94.75,83.0,73.0,1,0,0,0
346,235.25,235.5,245.5,249.25,201.5,200.5,246.5,1,0,0,0
347,68.9,60.9,63.7,72.1,64.7,54.8,60.1,0,0,1,0
348,245.0,254.0,249.333333333,273.888888889,392.888888889,400.333333333,273.555555556,1,0,0,0
349,87.4545454545,94.0909090909,93.1818181818,100.090909091,78.8181818182,78.1818181818,99.4545454545,0,1,0,0
350,258.75,270.25,247.75,257.25,83.0,73.25,254.75,1,0,0,0
351,75.3333333333,78.4444444444,75.3333333333,78.5555555556,55.8888888889,42.6666666667,80.3333333333,0,1,0,0
352,275.666666667,283.666666667,284.777777778,283.333333333,7.11111111111,7.66666666667,291.444444444,1,0,0,0
353,56.7142857143,53.2857142857,54.5714285714,66.0,77.0,76.2857142857,68.5714285714,0,0,1,0
354,95.5714285714,99.7142857143,100.571428571,103.285714286,105.714285714,107.142857143,98.2857142857,1,0,0,0
355,84.0,85.25,88.25,84.75,61.75,48.5,73.75,1,0,0,0
356,135.0,129.75,127.75,133.5,132.5,110.75,123.25,1,0,0,0
357,58.5,57.0,51.5,57.0,63.0,61.5,61.5,1,0,0,0
358,137.777777778,133.333333333,135.444444444,132.666666667,98.3333333333,86.4444444444,135.0,1,0,0,0
359,155.111111111,154.166666667,157.833333333,173.722222222,165.5,155.944444444,145.888888889,1,0,0,0
360,120.25,120.25,133.5,159.5,196.5,185.25,131.0,1,0,0,0
361,171.875,190.0,189.25,192.375,106.875,81.0,187.75,1,0,0,0
362,142.4,148.4,154.8,153.6,140.5,133.8,152.4,1,0,0,0
363,66.0,66.3333333333,66.6666666667,74.0,63.6666666667,71.0,61.3333333333,0,1,0,0
364,93.0,93.0,89.2857142857,103.142857143,144.142857143,158.428571429,90.4285714286,0,1,0,0
365,100.0,69.5,71.25,79.5,100.25,109.25,58.5,0,1,0,0
366,127.444444444,125.555555556,130.555555556,136.555555556,65.7777777778,33.5555555556,122.888888889,1,0,0,0
367,80.0,68.5,80.5,76.25,74.75,73.5,87.0,0,1,0,0
368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
369,97.6666666667,100.916666667,98.9166666667,241.0,279.5,145.166666667,111.416666667,0,1,0,0
370,232.692307692,237.923076923,238.230769231,286.0,371.461538462,370.846153846,266.384615385,1,0,0,0
371,204.25,205.5,199.5,195.0,248.5,258.0,202.25,1,0,0,0
372,57.0,56.4,59.0,59.0,68.6,79.8,50.2,1,0,0,0
373,31.1428571429,34.0,38.4285714286,144.857142857,158.571428571,55.1428571429,40.2857142857,0,1,0,0
374,66.3333333333,75.1666666667,70.8333333333,70.5,83.8333333333,83.1666666667,72.5,0,1,0,0
375,44.9166666667,50.9166666667,49.5416666667,66.3333333333,74.625,64.2916666667,55.0,0,0,1,0
376,53.3846153846,55.2307692308,52.2307692308,55.3076923077,68.5384615385,62.3846153846,47.3076923077,0,1,0,0
377,98.2727272727,98.4545454545,97.0909090909,105.545454545,86.2727272727,82.0,103.454545455,0,1,0,0
378,151.5,156.4375,163.1875,177.375,153.9375,151.1875,158.5,1,0,0,0
379,50.75,49.75,41.75,52.75,88.0,100.0,43.0,0,1,0,0
380,204.935483871,215.774193548,210.483870968,250.322580645,289.096774194,286.032258065,213.935483871,1,0,0,0
381,55.1111111111,61.4444444444,57.7777777778,59.0,82.3333333333,75.8888888889,67.7777777778,0,1,0,0
382,54.641025641,58.1794871795,57.6666666667,60.0769230769,70.9230769231,69.358974359,55.9230769231,0,0,1,0
383,68.0,79.0,71.0,61.25,57.75,66.75,70.5,0,1,0,0
384,79.2857142857,69.1428571429,71.8571428571,73.1428571429,35.0,26.0,74.0,0,1,0,0
385,52.6666666667,53.3888888889,55.8888888889,62.1111111111,68.0,68.7222222222,50.4444444444,0,0,1,0
386,281.8,237.6,241.6,245.4,261.8,241.4,184.2,1,0,0,0
387,56.6363636364,57.9090909091,61.0,68.7272727273,72.0909090909,71.0909090909,56.1818181818,0,1,0,0
388,88.25,90.0,92.75,107.75,166.5,132.0,80.25,0,1,0,0
389,75.8333333333,72.8333333333,79.8333333333,76.8333333333,78.1666666667,87.0,91.0,1,0,0,0
390,49.5,40.75,50.25,55.5,104.75,102.5,46.0,0,1,0,0
391,213.5,228.1,251.9,353.6,251.8,254.6,205.5,1,0,0,0
392,284.153846154,298.461538462,301.153846154,308.307692308,147.692307692,125.538461538,307.538461538,1,0,0,0
393,365.777777778,388.222222222,380.37037037,393.888888889,462.62962963,486.962962963,398.074074074,1,0,0,0
394,100.333333333,104.111111111,117.888888889,124.555555556,105.555555556,101.333333333,90.4444444444,0,1,0,0
395,150.2,143.3,150.3,154.0,130.3,117.6,136.0,1,0,0,0
396,95.125,96.375,92.625,102.25,74.125,77.875,93.75,1,0,0,0
397,109.5,106.25,106.25,101.75,138.25,162.25,107.0,1,0,0,0
398,81.9411764706,91.5294117647,92.5882352941,135.941176471,110.705882353,74.8235294118,87.2352941176,0,1,0,0
399,230.75,219.25,185.5,205.25,322.5,329.75,230.0,0,1,0,0
400,61.3333333333,63.6666666667,62.0,67.0,66.0,78.6666666667,65.0,0,1,0,0
401,58.25,76.25,64.5,77.25,49.0,51.5,58.5,0,1,0,0
402,172.666666667,183.5,181.333333333,186.333333333,152.666666667,161.833333333,181.166666667,1,0,0,0
403,89.75,82.0,89.25,100.0,113.5,105.5,111.5,1,0,0,0
404,176.0,198.0,189.0,228.75,342.75,342.5,182.75,1,0,0,0
405,144.777777778,150.111111111,155.888888889,166.333333333,94.4444444444,69.5555555556,156.0,1,0,0,0
406,124.75,137.5,143.5,118.25,109.75,124.5,128.0,0,1,0,0
407,182.444444444,178.555555556,167.333333333,172.888888889,168.944444444,169.666666667,174.055555556,1,0,0,0
408,174.3,187.2,169.8,195.3,251.3,244.8,182.8,1,0,0,0
409,77.3913043478,85.1304347826,84.347826087,85.9130434783,81.3043478261,84.8260869565,88.2173913043,0,1,0,0
410,50.0,55.8888888889,46.5555555556,80.3333333333,79.8888888889,56.8888888889,45.1111111111,0,0,1,0
411,75.8571428571,76.0,73.1428571429,84.7142857143,112.571428571,98.8571428571,79.0,0,1,0,0
412,89.0,91.6363636364,91.0909090909,87.6363636364,46.2727272727,40.3636363636,88.0909090909,0,1,0,0
413,162.444444444,159.222222222,156.555555556,150.111111111,113.111111111,112.555555556,150.333333333,1,0,0,0
414,382.48,401.08,392.96,430.4,532.0,524.56,407.28,1,0,0,0
415,67.0,69.25,67.25,61.5,33.0,37.25,68.5,1,0,0,0
416,47.6428571429,45.0714285714,56.7142857143,63.2142857143,78.4285714286,78.7857142857,49.3571428571,0,0,1,0
417,66.9333333333,63.2666666667,61.8,64.9333333333,76.9333333333,71.6666666667,38.6,0,0,1,0
418,185.181818182,180.545454545,183.454545455,184.636363636,208.363636364,193.0,161.545454545,1,0,0,0
419,27.4,30.8666666667,28.6,125.666666667,149.066666667,38.7333333333,34.5333333333,0,0,1,0
420,34.8,34.2,35.0,36.2,25.4,25.2,33.4,0,1,0,0
421,39.5555555556,40.2222222222,48.4444444444,50.7777777778,71.8888888889,63.1111111111,36.0,0,1,0,0
422,91.75,94.75,97.5,90.5,92.0,111.5,99.25,0,1,0,0
423,70.375,65.5,69.5,72.75,137.0,135.125,58.25,0,1,0,0
424,46.75,46.25,49.0416666667,57.5,71.125,65.0416666667,48.6666666667,0,0,1,0
425,74.75,67.0,80.25,76.25,116.0,97.25,78.25,1,0,0,0
426,130.5,143.333333333,151.833333333,190.833333333,134.333333333,141.333333333,149.5,0,0,1,0
427,99.0,91.5,107.5,126.75,75.25,58.25,100.5,1,0,0,0
428,104.25,85.25,116.75,117.25,107.25,115.0,106.25,0,1,0,0
429,46.75,43.5,43.25,48.25,57.0,60.75,49.75,0,1,0,0
430,80.2857142857,85.1428571429,84.2857142857,83.4285714286,84.1428571429,67.7142857143,96.2857142857,0,0,1,0
431,55.2857142857,53.2857142857,59.3571428571,106.071428571,126.714285714,84.3571428571,59.0,0,1,0,0
432,73.75,70.0833333333,66.75,76.6666666667,96.4166666667,107.5,67.3333333333,0,0,1,0
433,97.2,103.0,104.0,91.8,67.0,78.0,102.8,1,0,0,0
434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
435,296.285714286,300.142857143,324.5,364.5,577.142857143,569.428571429,291.142857143,1,0,0,0
436,337.444444444,395.111111111,402.0,437.111111111,436.444444444,413.222222222,399.111111111,1,0,0,0
437,38.25,42.0,43.75,43.25,47.25,33.75,45.5,0,1,0,0
438,52.25,51.25,56.75,64.25,85.0,89.0,61.0,1,0,0,0
439,84.75,86.25,105.75,93.5,86.25,87.75,85.0,0,1,0,0
440,66.0,73.0,69.8333333333,77.5,91.8333333333,94.6666666667,81.6666666667,0,1,0,0
441,213.857142857,210.857142857,207.428571429,249.142857143,388.285714286,370.714285714,234.857142857,1,0,0,0
442,74.75,61.25,57.5,91.25,92.0,86.5,55.25,1,0,0,0
443,52.4,48.0,57.8,62.8,80.8,72.0,47.2,0,1,0,0
444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
445,69.05,73.05,77.35,93.25,102.05,93.75,73.55,0,1,0,0
446,63.25,62.75,63.0,64.25,82.25,78.25,62.75,0,1,0,0
447,185.0,190.666666667,193.5,203.333333333,76.5,65.4166666667,176.75,1,0,0,0
448,201.75,214.25,216.75,226.0,98.25,70.75,234.0,1,0,0,0
449,40.0,55.75,52.25,66.5,103.0,154.5,40.5,0,1,0,0
450,55.8333333333,66.3333333333,63.0,61.8333333333,63.8333333333,69.3333333333,69.8333333333,1,0,0,0
451,81.1666666667,81.6666666667,76.3333333333,96.0,126.5,134.0,78.5,1,0,0,0
452,231.666666667,245.166666667,243.833333333,260.833333333,309.0,315.666666667,261.5,1,0,0,0
453,67.75,66.0,65.75,56.0,61.25,60.5,67.25,1,0,0,0
454,56.6923076923,47.9230769231,51.9230769231,58.0769230769,54.6153846154,51.7692307692,54.6153846154,0,1,0,0
455,130.333333333,145.833333333,134.666666667,152.333333333,151.833333333,150.0,147.166666667,1,0,0,0
456,27.0,33.5714285714,38.2857142857,162.142857143,198.0,56.7142857143,37.2857142857,0,1,0,0
457,45.2307692308,42.5384615385,42.0769230769,57.3076923077,71.3076923077,72.6923076923,42.6153846154,0,0,1,0
458,106.6,108.0,106.6,139.8,122.4,128.2,97.0,1,0,0,0
459,49.25,46.75,49.75,109.75,185.25,154.5,65.0,0,1,0,0
460,228.0,235.583333333,245.75,245.5,81.6666666667,20.4166666667,236.166666667,1,0,0,0
461,47.7,49.5,47.9,55.2,60.2,54.1,48.3,0,0,1,0
462,57.5714285714,57.0,67.7142857143,207.428571429,312.857142857,151.428571429,68.2857142857,0,1,0,0
463,119.142857143,126.142857143,125.285714286,123.571428571,152.0,165.0,128.0,1,0,0,0
464,74.5384615385,84.5384615385,76.6153846154,139.923076923,198.923076923,144.230769231,72.7692307692,0,1,0,0
465,413.25,402.25,422.5,501.75,692.25,693.5,435.0,1,0,0,0
466,60.5,60.1,58.8,74.2,133.8,122.1,55.8,0,0,1,0
467,80.5,83.2,87.3,83.7,94.2,99.1,82.0,1,0,0,0
468,61.4736842105,64.8947368421,66.4736842105,74.8421052632,92.6842105263,88.8947368421,60.4210526316,0,1,0,0
469,43.6666666667,41.1666666667,42.6666666667,49.3333333333,54.0,41.8333333333,45.1666666667,0,0,1,0
470,55.6666666667,55.5,55.3333333333,75.0,100.166666667,96.5,55.3333333333,0,1,0,0
471,92.75,79.5,85.75,89.5,85.75,90.0,81.5,1,0,0,0
472,249.714285714,279.0,258.80952381,356.80952381,378.619047619,333.476190476,258.714285714,0,1,0,0
473,79.75,77.5,90.25,80.0,24.5,22.5,77.75,1,0,0,0
474,81.6666666667,82.5,80.6666666667,77.1666666667,95.1666666667,97.8333333333,83.5,0,1,0,0
475,98.0555555556,109.888888889,115.027777778,129.083333333,114.75,113.111111111,111.472222222,0,0,1,0
476,74.0,68.75,73.5,69.25,30.25,20.75,74.25,0,1,0,0
477,96.9090909091,96.1818181818,94.7272727273,87.3636363636,98.1818181818,96.8181818182,93.5454545455,0,1,0,0
478,102.090909091,104.636363636,102.363636364,110.818181818,120.818181818,121.909090909,107.454545455,0,1,0,0
479,63.4,62.2,60.6,72.2,106.6,98.0,66.4,1,0,0,0
480,50.6666666667,51.25,59.9166666667,77.8333333333,66.9166666667,63.1666666667,53.8333333333,0,0,1,0
481,55.0,63.1,62.5,62.8,66.5,68.9,65.9,0,1,0,0
482,99.25,92.0,98.25,115.5,130.25,134.25,87.0,0,1,0,0
483,49.9,61.0,58.9,59.5666666667,51.2333333333,37.6333333333,57.5666666667,0,0,1,0
484,52.8,59.6,64.2,73.6,105.2,125.2,54.0,0,0,1,0
485,138.1,146.5,149.3,151.3,151.0,155.1,135.0,0,1,0,0
486,32.5,46.1666666667,38.0,44.1666666667,52.3333333333,45.3333333333,40.5,0,0,1,0
487,134.75,149.5,123.75,151.25,164.25,147.75,155.0,0,1,0,0
488,52.0,52.5833333333,55.8333333333,57.1666666667,69.25,76.75,63.6666666667,0,1,0,0
489,66.0,72.125,65.8125,77.0,68.9375,71.0,70.5,0,1,0,0
490,40.75,47.25,48.5,54.75,70.5,76.25,46.5,0,0,1,0
491,224.6,224.36,216.96,234.88,282.04,295.72,228.52,1,0,0,0
492,53.75,67.75,71.75,59.75,67.5,73.5,67.5,1,0,0,0
493,54.2222222222,54.5555555556,56.2222222222,56.2222222222,57.7777777778,57.7777777778,59.7777777778,0,0,1,0
494,50.4,52.6,53.4,61.0,93.8,92.2,56.6,0,1,0,0
495,45.25,56.0,47.5,71.25,95.5,78.25,51.25,0,1,0,0
496,106.125,98.0,94.75,90.75,85.125,73.625,99.125,0,1,0,0
497,51.6,44.0,44.2,70.0,52.8,41.6,46.6,0,0,1,0
498,56.2380952381,54.380952381,57.0,52.4285714286,59.9047619048,57.4285714286,59.6666666667,0,0,1,0
499,70.5483870968,63.5483870968,66.5161290323,69.9677419355,82.9032258065,79.064516129,50.064516129,0,0,1,0
500,127.0,122.125,117.625,135.5,194.375,187.625,122.75,1,0,0,0
501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
502,150.5,144.833333333,162.833333333,151.666666667,193.0,192.333333333,139.666666667,1,0,0,0
503,91.9333333333,93.2,101.066666667,96.2,78.2,73.0666666667,91.0,0,1,0,0
504,73.5714285714,73.3333333333,84.3333333333,88.5714285714,88.1428571429,79.2857142857,75.2857142857,0,1,0,0
505,61.4210526316,65.8421052632,67.1052631579,69.5263157895,32.7894736842,15.0,70.2105263158,0,0,1,0
506,48.8571428571,45.2857142857,45.2857142857,62.4285714286,112.0,107.857142857,54.0,0,0,1,0
507,204.769230769,186.076923077,211.230769231,179.538461538,137.923076923,129.384615385,229.846153846,0,0,1,0
508,134.5,154.6,149.6,161.3,90.8,82.2,148.0,0,1,0,0
509,37.375,38.875,36.625,61.0,42.125,41.75,34.5,0,0,1,0
510,50.2142857143,50.1428571429,53.1428571429,52.6428571429,51.0,46.2142857143,54.4285714286,0,1,0,0
511,145.666666667,150.5,145.5,165.333333333,202.583333333,196.5,136.75,1,0,0,0
512,79.8,85.2,75.2,76.0,83.0,89.2,89.6,0,1,0,0
513,138.5,125.25,120.0,134.25,139.25,128.25,117.75,1,0,0,0
514,79.75,87.0,80.25,83.25,60.75,72.75,89.75,1,0,0,0
515,96.5652173913,98.2173913043,105.608695652,109.608695652,115.130434783,106.695652174,107.434782609,0,1,0,0
516,77.5,78.0,82.5,77.0,83.5,77.0,89.5,1,0,0,0
517,1971.76470588,1420.88235294,1438.0,1715.41176471,2927.52941176,3095.23529412,1432.35294118,1,0,0,0
518,45.6470588235,45.4117647059,45.5294117647,53.7647058824,67.2352941176,71.2941176471,46.7647058824,0,1,0,0
519,95.0,88.5,117.75,206.5,167.0,150.75,107.0,1,0,0,0
520,73.25,75.5,76.25,72.75,77.5,73.25,76.75,0,0,1,0
521,26.75,26.75,26.5,44.75,83.75,46.25,29.0,0,0,1,0
522,79.4,70.2666666667,73.0,78.6,106.866666667,105.466666667,73.1333333333,0,1,0,0
523,46.2,53.3333333333,53.7333333333,65.8666666667,80.8,64.6,43.7333333333,0,0,1,0
524,95.1111111111,105.444444444,104.666666667,95.8888888889,11.6666666667,8.55555555556,117.111111111,0,1,0,0
525,287.2,262.2,284.0,288.2,324.6,331.0,349.0,1,0,0,0
526,112.56,110.64,115.64,124.6,154.6,139.84,104.32,0,1,0,0
527,72.0,70.25,80.5,62.0,34.75,27.75,75.25,0,1,0,0
528,349.833333333,387.291666667,384.666666667,427.625,559.708333333,595.583333333,376.5,1,0,0,0
529,101.285714286,103.285714286,108.285714286,98.0,82.8571428571,74.0,97.5714285714,1,0,0,0
530,612.076923077,619.769230769,637.0,603.923076923,90.5384615385,23.0,656.769230769,1,0,0,0
531,183.4,183.0,173.0,197.2,210.2,213.0,169.6,1,0,0,0
532,96.3,96.1,97.4,97.8,117.0,111.7,104.5,0,0,1,0
533,80.2,89.2,94.0,95.0,52.8,40.0,81.8,0,1,0,0
534,66.7333333333,66.8666666667,73.9333333333,81.2666666667,148.066666667,133.866666667,69.3333333333,0,0,1,0
535,165.555555556,157.444444444,158.055555556,167.166666667,182.833333333,181.722222222,166.388888889,1,0,0,0
536,61.5,58.75,59.5,63.0,74.0,76.5,68.5,1,0,0,0
537,79.5,91.875,90.375,128.125,128.75,130.125,84.125,0,1,0,0
538,56.25,47.5,42.5,60.25,148.5,127.5,47.75,0,0,1,0
539,49.4,43.8,53.8,132.0,134.6,73.6,49.0,1,0,0,0
540,77.2307692308,70.0769230769,73.7692307692,71.0769230769,65.6923076923,59.4615384615,74.9230769231,0,1,0,0
541,194.0,177.25,193.0,206.5,194.0,176.75,179.5,1,0,0,0
542,54.5,61.75,52.5,62.0,57.5,53.25,54.0,0,1,0,0
543,72.8,78.6,85.2,82.2,84.4,87.2,79.2,1,0,0,0
544,72.1111111111,79.7777777778,83.7777777778,121.444444444,149.222222222,135.222222222,74.3333333333,0,1,0,0
545,71.5833333333,71.4166666667,78.5,83.25,97.1666666667,83.1666666667,76.3333333333,0,0,1,0
546,60.0,58.0,59.5,200.25,297.5,161.0,73.5,1,0,0,0
547,79.25,97.0,95.0,101.25,99.25,88.75,79.75,0,1,0,0
548,104.714285714,108.785714286,109.392857143,126.678571429,133.642857143,137.035714286,107.035714286,0,1,0,0
549,56.0,59.8,70.0,58.0,75.6,83.8,65.0,0,1,0,0
550,73.4,72.7,74.1,85.1,89.7,78.2,73.5,0,1,0,0
551,69.7777777778,63.5555555556,65.3333333333,77.0,76.3333333333,69.3333333333,66.1111111111,0,1,0,0
552,139.6,126.2,112.0,126.4,137.6,150.2,119.2,1,0,0,0
553,136.833333333,143.166666667,162.0,162.833333333,173.666666667,178.166666667,171.166666667,1,0,0,0
554,59.0,60.25,74.25,76.75,97.25,87.5,53.25,1,0,0,0
555,65.0,66.5,64.0,79.25,77.25,94.0,51.5,0,1,0,0
556,72.75,79.0,63.0,75.5,60.75,78.5,85.5,1,0,0,0
557,266.333333333,265.866666667,270.066666667,270.0,217.933333333,192.933333333,271.133333333,1,0,0,0
558,135.555555556,128.555555556,126.444444444,137.0,160.555555556,157.333333333,150.111111111,0,1,0,0
559,192.09375,192.78125,195.96875,184.5,35.1875,29.6875,202.0,1,0,0,0
560,127.5,114.0,116.0,154.0,117.25,139.5,127.0,0,1,0,0
561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
562,77.7142857143,94.5714285714,91.7142857143,84.1428571429,10.4285714286,8.42857142857,90.2857142857,0,1,0,0
563,28.25,34.5,28.75,87.25,109.5,41.75,34.5,0,1,0,0
564,186.923076923,185.769230769,187.615384615,219.461538462,320.615384615,321.461538462,196.0,1,0,0,0
565,209.25,213.55,219.55,284.75,250.35,206.35,209.0,1,0,0,0
566,113.428571429,118.285714286,122.285714286,134.142857143,167.714285714,174.571428571,112.0,0,1,0,0
567,90.0,108.5,92.75,107.75,79.25,65.25,106.0,0,1,0,0
568,114.851851852,109.074074074,115.62962963,140.962962963,171.962962963,172.37037037,113.925925926,0,1,0,0
569,152.25,158.0,134.5,140.5,111.75,118.75,145.5,0,1,0,0
570,78.5,75.75,83.75,217.75,228.25,122.75,84.75,1,0,0,0
571,103.090909091,103.0,101.045454545,96.4090909091,59.6818181818,56.2727272727,103.863636364,0,1,0,0
572,310.5,330.0,317.75,351.75,382.25,388.0,332.5,1,0,0,0
573,55.2619047619,57.8095238095,60.4761904762,61.6904761905,74.7142857143,74.0476190476,45.7857142857,0,0,1,0
574,49.5789473684,53.5789473684,52.0526315789,65.2105263158,62.4736842105,57.5263157895,50.7894736842,0,1,0,0
575,140.0,141.125,136.125,137.0,107.75,97.375,141.25,1,0,0,0
576,74.5555555556,72.1111111111,78.5555555556,84.6666666667,91.8888888889,100.444444444,80.7777777778,0,1,0,0
577,490.529411765,511.941176471,517.235294118,559.647058824,654.411764706,678.529411765,518.352941176,1,0,0,0
578,92.25,117.5,140.75,153.75,109.25,93.75,149.25,1,0,0,0
579,91.1,97.4,101.2,100.9,117.6,114.1,93.5,1,0,0,0
580,471.6,462.2,445.5,502.9,692.1,780.3,476.3,1,0,0,0
581,69.0,69.8,71.0,77.7,80.0,63.2,64.8,0,1,0,0
582,54.6666666667,50.1111111111,47.1111111111,64.6666666667,92.1111111111,81.4444444444,50.2222222222,0,1,0,0
583,53.4285714286,50.4285714286,55.2857142857,62.8571428571,94.4285714286,102.571428571,60.4285714286,0,1,0,0
584,114.5,113.5,117.5,113.5,131.5,133.25,121.0,1,0,0,0
585,96.75,105.75,98.25,96.0,80.5,90.0,94.25,1,0,0,0
586,98.4,93.0,132.8,107.8,76.0,74.6,105.4,0,1,0,0
587,92.3571428571,97.7857142857,95.2857142857,102.214285714,139.714285714,144.5,104.5,0,1,0,0
588,88.0,64.5,60.5,62.75,74.25,81.25,67.5,0,0,1,0
589,76.5,83.1666666667,77.0,84.5,91.6666666667,81.3333333333,81.1666666667,0,1,0,0
590,83.8571428571,87.8571428571,90.7142857143,95.2857142857,92.0,99.4285714286,99.8571428571,0,0,1,0
591,56.9,57.1,57.5,61.5,69.6,66.2,56.7,0,1,0,0
592,360.75,364.25,358.0,368.5,497.125,531.0,319.625,1,0,0,0
593,200.875,198.375,207.375,268.375,338.0,276.25,195.875,1,0,0,0
594,40.5333333333,38.0,40.0666666667,56.2666666667,100.4,86.8,40.2666666667,0,0,1,0
595,115.2,108.6,124.2,89.8,43.8,71.6,127.6,0,0,1,0
596,50.9333333333,53.2,48.7333333333,55.8,70.2,63.8666666667,48.1333333333,0,1,0,0
597,49.0,54.0,59.75,52.75,52.75,61.25,62.0,1,0,0,0
598,70.0,84.25,75.25,73.5,71.5,67.25,80.75,0,1,0,0
599,50.7777777778,51.2222222222,50.0,58.8888888889,67.7777777778,64.1111111111,58.3333333333,0,1,0,0
600,175.1875,183.375,186.125,190.9375,188.5,187.6875,165.625,1,0,0,0
601,87.2857142857,98.8571428571,96.5714285714,92.4285714286,98.5714285714,102.714285714,102.142857143,0,1,0,0
602,55.7,64.9,58.8,70.3,80.5,68.5,62.7,0,1,0,0
603,120.75,120.75,124.5,127.5,87.75,87.5,126.5,1,0,0,0
604,74.2,79.4,94.2,81.2,52.0,51.8,86.6,0,1,0,0
605,63.5,63.5,66.25,73.25,75.5,80.0,62.0,0,1,0,0
606,114.375,122.125,126.375,133.0,138.5,127.0,127.875,1,0,0,0
607,81.5,96.0,93.0,93.5,105.0,104.25,83.25,1,0,0,0
608,267.083333333,273.416666667,282.333333333,281.916666667,304.666666667,283.5,279.75,1,0,0,0
609,54.75,61.75,59.75,61.5,76.5,69.5,58.0,1,0,0,0
610,78.35,81.85,83.85,94.15,107.7,105.25,82.1,0,1,0,0
611,119.2,121.8,118.8,122.2,146.4,154.4,125.0,1,0,0,0
612,82.0,86.5,89.0,107.5,94.5,129.0,81.0,0,1,0,0
613,182.615384615,198.076923077,195.307692308,211.923076923,260.692307692,294.076923077,199.615384615,1,0,0,0
614,146.391304348,145.130434783,155.130434783,166.043478261,157.826086957,155.869565217,144.913043478,1,0,0,0
615,136.5,152.5,135.875,149.625,194.25,193.125,137.375,1,0,0,0
